2367
24052	24476	1	0	0
24978	25152	1	0	0
25217	25449	1	0	0
25500	25620	1	0	0
26993	27100	2	1	1
27166	27348	2	1	1
28370	28608	2	1	1
28965	29300	2	1	1
29355	30390	2	1	1
30550	31624	2	1	1
31702	32390	2	1	1
33775	33882	2	2	2
33948	34130	2	2	2
41595	42178	2	2	2
42237	42572	2	2	2
42627	44896	2	2	2
44974	45679	2	2	2
46784	46838	2	2	2
48155	48262	2	3	3
48328	48510	2	3	3
49532	50115	2	3	3
50174	50509	2	3	3
50564	51938	2	3	3
53433	53750	2	4	4
53816	53998	2	4	4
56499	57082	2	4	4
57141	61910	2	4	4
63539	64402	2	4	4
68333	71087	2	5	5
71141	71305	2	5	5
71370	71882	2	5	5
71939	72579	2	5	5
72642	73009	2	5	5
76456	77666	2	5	5
86744	87363	2	6	6
86744	87363	2	6	7
86744	87363	2	6	8
87465	87616	2	6	7
87465	87646	2	6	6
87465	87862	2	6	8
87673	87862	2	6	7
87717	87862	2	6	6
89955	90019	1	7	9
89955	90019	1	7	10
89955	90019	1	7	11
90007	90385	1	7	12
90007	90385	1	7	13
90007	90385	1	7	14
90010	90606	1	7	15
90099	90224	1	7	9
90099	90224	1	7	11
90353	90474	1	7	16
91031	91192	1	7	17
92946	92960	1	7	11
92946	92960	1	7	12
92946	92960	1	7	13
92946	92960	1	7	14
92946	93219	1	7	9
92946	93219	1	7	10
92946	93219	1	7	15
92946	93219	1	7	16
92946	93219	1	7	17
93029	93219	1	7	11
93029	93219	1	7	12
93029	93219	1	7	13
93029	93219	1	7	14
93442	93487	1	7	9
93442	93487	1	7	10
93442	93487	1	7	11
93442	93487	1	7	12
93442	93487	1	7	13
93442	93487	1	7	14
93442	93487	1	7	15
93442	93487	1	7	16
93442	93487	1	7	17
95693	95790	1	7	9
95693	95790	1	7	10
95693	95790	1	7	11
95693	95790	1	7	12
95693	95790	1	7	13
95693	95790	1	7	14
95693	95790	1	7	15
95693	95790	1	7	16
95693	95790	1	7	17
103263	103371	1	7	9
103263	103371	1	7	10
103263	103371	1	7	11
103263	103371	1	7	12
103263	103371	1	7	13
103263	103371	1	7	14
103263	103371	1	7	15
103263	103371	1	7	16
103263	103371	1	7	17
106337	106424	1	7	9
106337	106424	1	7	10
106337	106424	1	7	11
106337	106424	1	7	12
106337	106424	1	7	13
106337	106424	1	7	14
106337	106424	1	7	15
106337	106424	1	7	16
106337	106424	1	7	17
106478	106558	1	7	9
106478	106558	1	7	10
106478	106558	1	7	11
106478	106558	1	7	12
106478	106558	1	7	13
106478	106558	1	7	14
106478	106558	1	7	15
106478	106558	1	7	16
106478	106558	1	7	17
107642	107791	1	7	9
107642	107791	1	7	10
107642	107791	1	7	11
107642	107791	1	7	12
107642	107791	1	7	13
107642	107791	1	7	14
107642	107791	1	7	15
107642	107791	1	7	16
107642	107791	1	7	17
111839	113898	1	7	18
115048	115240	1	7	9
115048	115240	1	7	10
115048	115240	1	7	11
115048	115240	1	7	12
115048	115240	1	7	13
115048	115240	1	7	14
115048	115240	1	7	15
115048	115240	1	7	16
115048	115240	1	7	17
115048	115240	1	7	18
115462	115627	1	7	9
115462	115627	1	7	10
115462	115627	1	7	11
115462	115627	1	7	12
115462	115627	1	7	15
115462	115627	1	7	16
115462	115627	1	7	17
115462	115627	1	7	18
118447	118600	1	7	13
118447	118600	1	7	14
120031	120100	1	7	9
120031	120100	1	7	10
120031	120100	1	7	11
120031	120100	1	7	12
120031	120100	1	7	14
120031	120100	1	7	15
120031	120100	1	7	16
120031	120100	1	7	17
120031	120100	1	7	18
120031	122045	1	7	13
128028	129429	1	7	9
128028	129429	1	7	10
128028	129429	1	7	11
128028	129429	1	7	12
128028	129429	1	7	14
128028	129429	1	7	15
128028	129429	1	7	16
128028	129429	1	7	17
128028	129429	1	7	18
137014	137253	2	8	19
137014	137255	2	8	20
137014	137255	2	8	21
137014	137255	2	8	22
137014	137255	2	8	23
137014	137255	2	8	24
137311	139126	2	8	19
137311	139126	2	8	20
137311	139126	2	8	21
137311	139126	2	8	22
137311	139126	2	8	23
137311	139126	2	8	24
139180	139404	2	8	19
139180	139404	2	8	20
139180	139404	2	8	21
139180	139404	2	8	22
139180	139404	2	8	23
139180	139404	2	8	24
139463	139556	2	8	19
139463	139556	2	8	20
139463	139556	2	8	21
139463	139556	2	8	22
139463	139556	2	8	23
139463	139556	2	8	24
140513	140837	2	8	19
140513	140837	2	8	20
140513	140837	2	8	21
140513	140837	2	8	22
140513	140837	2	8	23
140513	140837	2	8	24
141483	142424	2	8	19
141483	142424	2	8	20
141483	142424	2	8	21
141483	142424	2	8	22
141483	142424	2	8	23
141483	142424	2	8	24
142478	142581	2	8	19
142478	142581	2	8	20
142478	142581	2	8	21
142478	142581	2	8	22
142478	142581	2	8	23
142478	142581	2	8	24
142934	144047	2	8	19
142934	144047	2	8	20
142934	144047	2	8	21
142934	144047	2	8	22
142934	144047	2	8	23
142934	144047	2	8	24
